equation1,equation2
-1.2863232222104524,33.26595067532152
1.9884988315606975,26.008290662081784
-4.298824643632815,29.655868548416226
-2.893570155583481,26.341802793744243
-0.5864436497983151,26.23578898762183
-1.360409585052059,29.56384673975786
-0.306778672496356,28.907435117683626
0.5616797898668825,24.783960804416488
7.329760177645215,30.58772410858267
-2.582828422216621,26.798862009788397
-0.6327501324546637,28.761997993096074
1.0980431327004918,28.237118228620936
5.918072628762675,29.748661414577775
1.7250567655485545,30.025578305516913
2.10181624557341,28.088701916590537
-2.0898156517221413,31.903260428613482
1.7635067197118,28.434249546502254
-4.350747107957303,32.490843201268966
2.2370030482811996,31.28215390305999
0.2777898984383073,29.380506386663463
2.5946028503374907,31.443315849202733
3.7288324875821157,23.393652016274785
-0.9359404169337021,32.718595243033775
-3.1850131806373443,24.38153720820531
2.793352240931009,37.57709156995494
3.3575999343905614,30.150740336282198
2.28865650705078,32.814603026913325
1.6988908894195642,27.748665260636653
5.106898720367628,31.17727757480816
-2.6834865774928804,25.81659237087551
0.47068485616272987,34.25690233713119
2.516873740148189,31.45535556167253
3.353256281224066,24.761984165411295
-5.18257565389895,31.1026395748793
-1.4370991567228328,25.877632791505047
-3.290782576785995,28.67668325720866
3.7633500306803387,37.091670460241396
-3.115158542232812,26.723237774617726
-1.68283641848398,26.797429082519542
1.1812490600870988,26.997395023799026
2.1719287144478643,28.295939020164262
-0.23283607318653668,28.922824741209688
0.3825407649666502,20.05413852887068
-1.096097615272794,29.743982449437446
0.1707081935514611,26.894774765761
2.166498574965696,28.00982538720403
-0.10684367308209818,32.34566317179827
-1.4186962751196008,28.42107178307036
0.7848694255642222,23.582205703836713
0.29158286152252316,30.061553008967085
0.6940110204551653,35.04354777705562
5.931623381270869,28.803722026845907
0.354892071429293,24.783027567910167
-1.5235047570779425,29.71200212633761
2.9979373081357608,36.35492218310774
-0.978830398110762,32.75997584804608
-1.4483622687254256,33.645126319486614
-0.46278072346993454,26.914393942671815
-2.5861158456550597,29.424652376901665
0.2224455411978563,28.37297033346005
3.209528900503326,27.81321920808894
-2.0831799444253596,30.272380554247622
3.1353596015849456,27.150740482523407
5.560219418485422,26.550764158980094
2.9362420159942992,32.8858609595993
-4.149051677559319,26.504844985621805
-0.9707681195571493,29.495545756990925
2.7781092238843055,26.808717120078846
-3.5667247779121825,29.205670434486738
-2.4579584066728697,30.03472364483593
3.185941060768989,26.40589331098674
5.442727917860047,34.69550294148181
-3.902086553294388,24.62653266622239
-2.8707747744943752,27.768105248740977
3.936559776913927,34.291702995007405
0.21847846845377045,28.754174856918123
-4.051644608766361,27.503387362018813
4.760783449622196,30.692007724050672
1.86952785220297,24.302421354043034
5.232511905422258,22.17588370084796
2.6656313545445807,30.891916437058594
-1.0459781160941126,34.60845260984881
-2.633252352410193,26.374690522005718
5.373940471583573,28.68081644887347
-0.9797191643997036,30.023344878056136
-2.1588682912020007,30.950774268506834
4.005863019780282,27.32254500917294
-4.27442499975082,26.581280503950317
5.009056339416798,30.437664346690596
3.308504751988445,23.1448270756812
-5.957449080216895,22.42514142975432
-4.478372775085458,29.876622840984705
-7.995932192399247,34.14284658919584
1.4959261499385292,26.03774688500385
-1.8878689804506796,27.027804085449837
0.2689300344541211,28.02669667618352
2.7415738390196975,27.336927344743607
0.7857408364562246,24.301397115896943
-3.595258454400583,30.327219379460026
-1.4074552490209467,24.626199415824814
